name,tags
Hidden Through Time,"Hidden Object,Casual,Puzzle,Point & Click,2D,Family Friendly,Cute,Collectathon,Funny,Historical,Relaxing,Colorful,Hand-drawn,Minimalist,Level Editor,Time Travel,Atmospheric,Building,Adventure,Singleplayer"
Tropico 5,"Strategy,City Builder,Simulation,Sandbox,Multiplayer,Economy,Politics,Management,Resource Management,Singleplayer,Comedy,Co-op,RPG,Historical,Great Soundtrack,RTS,Funny,Atmospheric,Open World,Adventure"
Mimicry,"Survival,Action,Space,Minigames,Horror,Gore,Blood,Online Co-Op,Multiplayer,Psychological Horror,Violent,Co-op,Team-Based,Stealth,Indie,Atmospheric,Survival Horror,Social Deduction,Casual,3D"
,
BATTLETECH,"Mechs,Strategy,Turn-Based Tactics,Turn-Based,Sci-fi,Turn-Based Strategy,Tactical,Action,Singleplayer,Robots,Character Customization,RPG,Space,Adventure,Multiplayer,Futuristic,Management,Story Rich,Great Soundtrack,Difficult"
OMSI 2: Steam Edition,"Automobile Sim,Simulation,Driving,Realistic,Singleplayer,Moddable,Multiplayer,Casual,TrackIR,First-Person,Open World,Relaxing,Adventure,Replay Value,Family Friendly,Physics,Atmospheric,Management,Cult Classic,Action"
Vampire: The Masquerade - Bloodhunt,"Multiplayer,Battle Royale,Vampire,PvP,Third-Person Shooter,Combat,Survival,Shooter,Supernatural,Action,Realistic,Parkour,Free to Play,Third Person,3D,Dark,Stylized,Character Customization,Gothic,Tactical"
Garten of Banban 3,"Horror,First-Person,Singleplayer,Psychological Horror,Cartoony,Puzzle,Dark,3D,Survival Horror,Atmospheric,Action,Lore-Rich,Walking Simulator,Mystery,Adventure,Surreal,Thriller,Casual,Story Rich,Action-Adventure"
Initial Drift Online,"Racing,Immersive Sim,Open World,Combat Racing,Life Sim,Driving,Physics,PvP,Automobile Sim,MMORPG,First-Person,Action,Third Person,Relaxing,Simulation,Anime,Atmospheric,Massively Multiplayer,1990's,Multiplayer"
Redmatch 2,"Arena Shooter,FPS,Parkour,PvP,Shooter,3D,First-Person,Character Customization,Multiplayer,Free to Play,Gun Customization,Action,Combat,Moddable,Casual,Fast-Paced,Indie,Hentai,Pixel Graphics,Sexual Content"
Goose Goose Duck,"Free to Play,Multiplayer,PvP,Strategy,Character Customization,Cute,2D,Casual,Cartoon,Funny,Massively Multiplayer,Conversation,Online Co-Op,Indie,Social Deduction,Co-op,Gaming,Action,Party Game"
Gone Rogue,"Stealth,Action,Real Time Tactics,Isometric,Adventure,Tactical,Strategy,Singleplayer,Atmospheric,Indie,Difficult,Heist,Story Rich,Immersive Sim,Dystopian,Third Person,Crime,Assassin,Satire,RPG"
First Class Trouble,"Social Deduction,Funny,Survival,Difficult,Multiplayer,Dark Humor,Online Co-Op,3D,Party Game,Third Person,Casual,PvP,Co-op,Action,Retro,Space Sim,Minigames,Robots,Conspiracy,Party"
ISLANDERS,"Relaxing,City Builder,Strategy,Building,Puzzle,Indie,Minimalist,Singleplayer,Beautiful,Colony Sim,Atmospheric,Colorful,Procedural Generation,Addictive,Score Attack,Replay Value,3D,Top-Down,Turn-Based Strategy,Exploration"
My Time at Sandrock,"Life Sim,Building,Sandbox,Farming Sim,Crafting,RPG,Multiplayer,Dating Sim,Open World,Character Customization,Mining,Post-apocalyptic,Simulation,Casual,Adventure,Female Protagonist,Singleplayer,Early Access,Cartoony,Indie"
Nuclear Throne,"Action Roguelike,Roguelike,Indie,Pixel Graphics,Difficult,Bullet Hell,Action,Roguelite,Top-Down Shooter,Great Soundtrack,Post-apocalyptic,Shooter,Local Co-Op,Singleplayer,Top-Down,2D,Twin Stick Shooter,Perma Death,RPG,Local Multiplayer"
Floor44,"Multiplayer,Co-op,Adventure,Roguelike,Dungeon Crawler,Survival,Survival Horror,Horror,Exploration,Roguelite,RPG,First-Person,Procedural Generation,3D,Action,Noir,Stealth,Indie,Combat,Singleplayer"
Crab Champions,"Multiplayer,Third-Person Shooter,Arcade,Choices Matter,Soundtrack,Action Roguelike,Perma Death,Early Access,Roguelike,Roguelite,Co-op,Shooter,3D,Platformer,Action,Looter Shooter,Memes,Casual,Adventure,Bullet Hell"
,"Gore,Violent,Mature"
Cepheus Protocol,"Early Access,Survival,War,Military,Tanks,Base Building,Horror,Perma Death,Difficult,Real-Time,Open World,RTS,Strategy,Gore,Bullet Time,Zombies,Action,Simulation,Tactical,Adventure"
Who's Lila?,"Choose Your Own Adventure,Horror,Detective,Interactive Fiction,Exploration,Puzzle,Point & Click,Visual Novel,Psychological Horror,Tutorial,3D,Surreal,First-Person,Third Person,Lore-Rich,Multiple Endings,Choices Matter,Nonlinear,Casual,Story Rich"
Summer Memories,"Sexual Content,Nudity,Mature,Pixel Graphics,Hentai,Anime,RPG,Simulation,Multiple Endings,Time Management,Singleplayer,FPS,Visual Novel,Adventure,2D,JRPG,RPGMaker,Indie,Funny,Memes"
Farmer's Life,"Early Access,Sandbox,Comedy,Simulation,Farming Sim,Casual,Action,First-Person,Immersive Sim,Indie,Singleplayer,Realistic,Education,Agriculture,Life Sim,Building,Funny,Adventure,Open World,RPG"
Fishing Sim World®: Pro Tour,"Simulation,Fishing,Sports,Casual,Multiplayer,Realistic,Singleplayer,Relaxing,Controller,Family Friendly,Atmospheric,Co-op,First-Person,Action,Adventure,Strategy,Hunting,Nature,Beautiful,Competitive"
Pode,"Indie,Casual,Adventure,Co-op,Puzzle,Local Co-Op,Cute"
Tamagoneko,"2D Platformer,Indie,Pixel Graphics,Precision Platformer,Adventure,Platformer,Action-Adventure,Action,Side Scroller,Psychological Horror,2D,Cute,Stylized,Colorful,Cats,Old School,Retro,Character Customization,Controller,Singleplayer"
Elven Assassin,"Action,Simulation,VR,Adventure,Indie,Archery,Tower Defense,Early Access,Multiplayer"
Heavenly Bodies,"Physics,Difficult,Adventure,Space,Simulation,Atmospheric,Precision Platformer,Puzzle,Local Co-Op,Stylized,Puzzle Platformer,Singleplayer,Action,Co-op,Indie,Funny,2.5D,Comedy,Local Multiplayer,Controller"
Animalia Survival,"Early Access,Survival,Hunting,Nature,Exploration,PvE,PvP,Walking Simulator,Action-Adventure,Open World,3D,Third Person,Simulation,Action,Realistic,Colorful,Cinematic,Co-op,Online Co-Op,Multiplayer"
Turing Complete,"Programming,Education,Logic,Puzzle,Simulation,Hacking,Building,Sci-fi,Automation,2D,Early Access,Singleplayer,Stylized"
Murderous Pursuits,"Action,Simulation,Indie,Strategy,Stealth,Multiplayer,Assassin,Mystery,Third Person,Co-op,Social Deduction"
Despotism 3k,"Strategy,Indie,Sexual Content,Dark Humor,2D,Simulation,Pixel Graphics,Difficult,Singleplayer,Perma Death,Replay Value,Roguelite,Violent,Resource Management,Roguelike,Post-apocalyptic,Management,Villain Protagonist,Cyberpunk,Great Soundtrack"
Lost Eidolons,"RPG,Strategy RPG,Turn-Based Strategy,Turn-Based Tactics,Tactical RPG,Turn-Based Combat,CRPG,Fantasy,Medieval,Tactical,Singleplayer,Strategy,3D,Story Rich,Character Customization,Top-Down,Casual,Combat,Magic,Indie"
They Always Run,"Ninja,Sci-fi,2D,Platformer,Indie,Singleplayer,2D Platformer,Space,Parkour,Story Rich,Side Scroller,Hack and Slash,Action-Adventure,Action,Hand-drawn,Fantasy,Atmospheric,Metroidvania,Adventure,Shooter"
True Love ～Confide to the Maple～,"Visual Novel,Dating Sim,Indie,Casual,Adventure,Anime,Story Rich"
Vertigo Remastered,"Action,Indie,Adventure,VR,Gore,Violent,Sci-fi,Singleplayer,Atmospheric,Great Soundtrack,Shooter,Female Protagonist"
Ultimate Chicken Horse,"Party,Multiplayer,Platformer,Funny,Local Co-Op,Local Multiplayer,Level Editor,PvP,Precision Platformer,4 Player Local,Online Co-Op,Casual,Competitive,2D,Family Friendly,Parkour,Cute,Cartoony,Action,Difficult"
Tick Tock: A Tale for Two,"Puzzle,Co-op,Adventure,Indie,Online Co-Op,Casual,Multiplayer,Mystery,Point & Click,Local Co-Op,Co-op Campaign,Local Multiplayer,Story Rich,Atmospheric,Family Friendly,Psychological Horror,Horror,2D,Escape Room,Short"
DESORDRE : A Puzzle Game Adventure,"Action,Puzzle,Physics,Time Manipulation,Casual,Sci-fi,Puzzle Platformer,Platformer,Atmospheric,Singleplayer,Indie,Exploration,First-Person,FPS,Female Protagonist,Minimalist,3D Platformer,Action-Adventure,Surreal,Adventure"
Machinarium,"Point & Click,Puzzle,Hand-drawn,Robots,Steampunk,2D,Atmospheric,Story Rich,Casual,Cute,Family Friendly,Surreal,Stylized,Adventure,Sci-fi,Linear,Singleplayer,Indie,Great Soundtrack,Touch-Friendly"
Shadow Warrior 3: Definitive Edition,"FPS,Action,Adventure,Shooter,Arena Shooter,Beautiful,First-Person,Cinematic,Colorful,Gore,Atmospheric,Realistic,Dark,Demons,Dark Fantasy,Destruction,Dragons,Fantasy,Funny,Ninja"
ELEX II,"Open World,Singleplayer,RPG,Action,Adventure,Exploration,Action RPG,Third Person,Dark Fantasy,Realistic,Aliens,Atmospheric,Dystopian,Post-apocalyptic,Fantasy,Story Rich,Futuristic,Gothic,Dark,Magic"
Milling Machine Simulator 3D,"Simulation,Sandbox,Realistic,Education,Crafting,Automation,Immersive Sim,Life Sim,3D,Tutorial,Point & Click,Singleplayer,First-Person,Relaxing,Choices Matter,Casual,Indie,Time Manipulation,Real Time Tactics,Time Management"
Golf Gang,"Mini Golf,PvP,Multiplayer,Racing,Arcade,Sports,Physics,Indie,Family Friendly,Combat Racing,Funny,Cute,Co-op,Singleplayer,Action,Party Game,Casual,Party,Golf,Online Co-Op"
King's Bounty: Dark Side,"RPG,Strategy,Turn-Based Strategy,Hex Grid,Turn-Based,Adventure,Fantasy,Villain Protagonist,Female Protagonist,Singleplayer"
Rivals of Aether,"Fighting,2D Fighter,Multiplayer,Pixel Graphics,Indie,Local Multiplayer,Competitive,Platformer,2D,Great Soundtrack,4 Player Local,Games Workshop,Action,Moddable,Controller,Arcade,Beat 'em up,Singleplayer,Retro,GameMaker"
Zero Escape: The Nonary Games,"Visual Novel,Story Rich,Puzzle,Mystery,Choices Matter,Multiple Endings,Psychological Horror,Anime,Adventure,Great Soundtrack,Atmospheric,Sci-fi,Singleplayer,Escape Room,Point & Click,Horror,Gore,Violent,Time Travel,Detective"
The Drone Racing League Simulator,"Action,Simulation,Racing,Sports,Indie,Flight,Multiplayer,3D,Competitive"
112 Operator,"Simulation,Realistic,Casual,Moddable,Time Management,Modern,Singleplayer,Management,Strategy,Education,Minimalist,Immersive Sim,Open World,Medical Sim,Procedural Generation,RTS,Sandbox,2D,Real Time Tactics,Heist"
Tainted Grail: The Fall of Avalon,"Early Access,RPG,Open World,Dark Fantasy,Character Customization,First-Person,Exploration,Action RPG,Immersive Sim,Choices Matter,Nonlinear,FPS,Narrative,Multiple Endings,Singleplayer,Action,Immersive,Story Rich,Lore-Rich,Combat"
Dream Car Builder,"Automobile Sim,Simulation,Building,Sandbox,Racing,Indie,Destruction,Driving,Physics,Multiplayer,Early Access"
Torchlight II,"RPG,Action RPG,Hack and Slash,Dungeon Crawler,Loot,Co-op,Fantasy,Online Co-Op,Multiplayer,Action,Adventure,Singleplayer,Indie,Moddable,Character Customization,Isometric,Replay Value,Steampunk,Atmospheric,Cartoon"
This War of Mine,"Survival,War,Atmospheric,Singleplayer,Strategy,Choices Matter,Simulation,Crafting,Base Building,Resource Management,Story Rich,Management,Indie,Post-apocalyptic,Emotional,Realistic,Drama,Psychological,Stealth,2.5D"
Race With Ryan,"Racing,Action,Arcade,Combat Racing,Funny,3D,Colorful,Cute,Cartoony,Comedy,Cartoon,Singleplayer,PvP,Local Multiplayer,4 Player Local,Vehicular Combat,Controller,Driving,Casual,Simulation"
Cube Escape Collection,"Puzzle,Point & Click,Mystery,Psychological Horror,Horror,Indie,Story Rich,Detective,Adventure,Singleplayer,Atmospheric,Escape Room,Hand-drawn,Dark,2D,Surreal,Multiple Endings,Short"
Holdfast: Nations At War,"Historical,Multiplayer,War,Strategy,Military,Massively Multiplayer,Action,Simulation,FPS,Naval,Team-Based,Shooter,Tactical,Third-Person Shooter,First-Person,Indie,Moddable,Naval Combat,Wargame,Third Person"
War Dust VR: 32v32 Battlefields,"VR,Shooter,Action,Multiplayer,FPS,Military,War,Wargame,First-Person,Team-Based,Tactical,Massively Multiplayer,Moddable,PvP,Arcade,Realistic,Class-Based,Online Co-Op,Fighting,Simulation"
Miss Neko 2,"Sexual Content,Nudity,NSFW,Hentai,Casual,Anime,FPS,Adventure,Cats,2D,Cute,Singleplayer,Relaxing,Action,Mature,Indie,Puzzle,Match 3,Psychological Horror,World War II"
SAS: Zombie Assault 4,"Free to Play,Zombies,Multiplayer,Top-Down Shooter,Action,Co-op,Shooter,Top-Down,RPG,Survival,2D,Singleplayer,Online Co-Op,Sci-fi,Horror,Gore,Violent,Atmospheric,Casual,FPS"
China: Mao's legacy,"Political Sim,Strategy,Simulation,Indie,Politics,Cold War,Political,Management,RPG,Strategy RPG,Grand Strategy,CRPG,Choose Your Own Adventure,Story Rich,Nonlinear,Singleplayer,Turn-Based Strategy,2D,Minimalist,Diplomacy"
Five Nights at Freddy's: Sister Location,"Horror,Survival Horror,Singleplayer,Robots,First-Person,Dark,Difficult,Survival,Strategy,Indie,Story Rich,Mystery,Psychological Horror,Atmospheric,Simulation,Lore-Rich,Memes,Funny,Adventure,Gore"
StrikeForce Kitty,"Indie,Casual,Adventure,Platformer,2D,Arcade,Cats,Cute,Singleplayer"
STAR WARS™: The Old Republic™,"Free to Play,Multiplayer,MMORPG,Character Customization,Open World,RPG,Story Rich,Massively Multiplayer,Choices Matter,Sci-fi,Adventure,Space,Action,Third Person,PvP,Atmospheric,Action RPG,Party-Based RPG,Great Soundtrack,CRPG"
ZED ZONE,"Early Access,Survival,Zombies,Open World,Post-apocalyptic,Sandbox,Pixel Graphics,Building,Crafting,Action,Top-Down,Simulation,RPG,Walking Simulator,Roguelike,2D,Traditional Roguelike,Outbreak Sim,Roguelite,2.5D"
Lost Ruins,"Anime,Metroidvania,Action,Pixel Graphics,Cute,Platformer,Adventure,Survival,Hack and Slash,2D,Dark,Sexual Content,Sci-fi,Horror,Female Protagonist,Character Customization,Combat,Side Scroller,Singleplayer,Inventory Management"
Of Blades & Tails,"Early Access,Fantasy,Adventure,Indie,Singleplayer,RPG,Turn-Based,Hack and Slash,Top-Down,Medieval,Tactical RPG,Turn-Based Combat,Open World,Exploration,Magic,2D,Pixel Graphics,Turn-Based Strategy,Turn-Based Tactics,Procedural Generation"
Family curse,"Horror,Puzzle,Idler,Psychological Horror,Exploration,Thriller,First-Person,Demons,Alternate History,Logic,Detective,Atmospheric,Drama,Story Rich,Dynamic Narration,Narration,Lovecraftian,Adventure,Psychedelic,Psychological"
Totally Reliable Delivery Service,"Action,Sandbox,Casual,Physics,Funny,Co-op,Open World,Simulation,3D,Action-Adventure,Local Multiplayer,Third Person,Adventure,Split Screen,Cute,Colorful,Comedy,4 Player Local,Multiplayer,Local Co-Op"
Dynopunk,"Crafting,Visual Novel,Management,Dinosaurs,Life Sim,Point & Click,2D,Cyberpunk,Funny,Relaxing,Choices Matter,Multiple Endings,Story Rich,Casual,Simulation,Pixel Graphics,Sci-fi,Atmospheric,Comedy,Adventure"
Broken Edge,"VR,PvP,Swordplay,Historical,Fighting,Martial Arts,3D Fighter,3D,6DOF,First-Person,Action,Surreal,Stylized,Fantasy,Medieval,Class-Based,Combat,Multiplayer,Singleplayer,Tutorial"
Insurgency,"FPS,Realistic,Tactical,Multiplayer,Shooter,Action,Military,Team-Based,Co-op,First-Person,War,Strategy,Online Co-Op,Competitive,Indie,Simulation,PvP,Singleplayer,Atmospheric,Adventure"
Arcadegeddon,"Roguelite,Action,Third-Person Shooter,Looter Shooter,Adventure,Action Roguelike,Arcade,Shooter,Colorful,Cyberpunk,Futuristic,Retro,PvP,PvE,Online Co-Op,Multiplayer,Singleplayer,Indie,Replay Value,Party Game"
Until We Die,"Survival,Strategy,Pixel Graphics,Side Scroller,Base Building,Action,Tower Defense,Management,Colony Sim,Atmospheric,Post-apocalyptic,2D,Linear,Building,Singleplayer,Tutorial,Dark,Adventure,Simulation,Underground"
SpaceEngine,"Early Access,Open World,Casual,Sandbox,Space,Sci-fi,Space Sim,Education,Realistic,Indie,Relaxing,Science,Atmospheric,Simulation,Colorful,Singleplayer,Procedural Generation,Exploration,Flight,3D"
Songs of Syx,"Early Access,City Builder,Colony Sim,Strategy,Base Building,Singleplayer,Grand Strategy,Sandbox,Building,2D,Top-Down,Simulation,Pixel Graphics,Combat,Moddable,Survival,Open World,Medieval,Fantasy,Economy"
The Light Remake,"Walking Simulator,Survival Horror,First-Person,Science,Mystery Dungeon,Post-apocalyptic,Wargame,Surreal,Psychological Horror,FMV,Horror,Multiple Endings,Puzzle,Simulation,Realistic,Atmospheric,Philosophical,Sci-fi,Logic,Psychedelic"
The Exorcist: Legion VR (Deluxe Edition),"Adventure,Indie,Simulation,Horror,VR"
Visage,"Horror,Psychological Horror,Survival Horror,Dark,First-Person,Multiplayer,Atmospheric,Singleplayer,Adventure,Indie,Violent,Exploration,Realistic,Walking Simulator,Surreal,Early Access,Simulation,Story Rich,Co-op,Experimental"
No Straight Roads: Encore Edition,"Action,Rhythm,Soundtrack,Electronic Music,Linear,Female Protagonist,Colorful,Rock Music,Spectacle fighter,Turn-Based Combat,Music,Exploration,Family Friendly,3D Platformer,Cartoony,Action RPG,Atmospheric,Local Co-Op,Funny,Party-Based RPG"
Higurashi When They Cry Hou - Ch.2 Watanagashi,"Visual Novel,Horror,Anime,Psychological Horror,Mystery,Story Rich,Dark,Adventure,Atmospheric,Great Soundtrack,Psychological,Linear,Singleplayer,Cute,Classic,Gore,Indie,2D,Violent"
Celeste,"Precision Platformer,Difficult,Pixel Graphics,Great Soundtrack,Platformer,Indie,2D Platformer,Female Protagonist,Singleplayer,2D,Story Rich,Adventure,Cute,Puzzle Platformer,Atmospheric,Action,LGBTQ+,Side Scroller,Retro,Exploration"
Granny 3,"Adventure,Horror,First-Person,Action,Puzzle,Comedy,Dark,Funny,Stealth,Singleplayer,Indie,Survival Horror,Gore,Violent,Tactical,Survival,Multiplayer"
Amazing Frog?,"Early Access,4 Player Local,Funny,Open World,Sandbox,Zombies,Split Screen,Adventure,Character Customization,Physics,Indie,Superhero,Local Co-Op,Third Person,Action-Adventure,Parkour,Memes,Singleplayer,Simulation,Collectathon"
Infinity Kingdom,"Strategy,4X,MOBA,Wargame,Card Battler,Tactical RPG,3D,Split Screen,Cartoony,Drama,War,Tactical,Magic,Base Building,Combat,Massively Multiplayer,Free to Play,Co-op Campaign,Multiplayer,Adventure"
Bright Memory: Infinite,"Action,Female Protagonist,Sexual Content,FPS,Indie,Singleplayer,Sci-fi,Shooter,First-Person,Hack and Slash,Gore,Mature,Violent,Souls-like,Character Customization,Short,Multiplayer,Swordplay,Realistic,Futuristic"
Lumberjack's Dynasty,"Simulation,Building,Crafting,Open World,Multiplayer,Automobile Sim,Driving,First-Person,Singleplayer,Realistic,Nature,Relaxing,RPG,Exploration,Atmospheric,Family Friendly,Casual,Adventure,Early Access,Life Sim"
Milk inside a bag of milk inside a bag of milk,"Visual Novel,Psychological Horror,Horror,Experimental,Abstract,Adventure,Interactive Fiction,Psychological,Text-Based,Anime,Drama,Retro,Philosophical,Emotional,Pixel Graphics,Story Rich,Singleplayer,Indie,LGBTQ+,Perma Death"
UnderRail,"RPG,Post-apocalyptic,Isometric,Turn-Based,Turn-Based Combat,CRPG,Indie,Singleplayer,Sci-fi,Open World,Crafting,Atmospheric,Cyberpunk,Old School,Pixel Graphics,Difficult,Adventure,Exploration,2D,Sandbox"
Orange Cast: Sci-Fi Space Action Game,"Third-Person Shooter,Space,Action,Sci-fi,Cinematic,Atmospheric,Exploration,Shooter,Space Sim,Third Person,Story Rich,Choices Matter,Comedy,Adventure,Aliens,Memes,Singleplayer,Combat,Violent,Great Soundtrack"
Venineth,"Indie,Adventure,Action,Sci-fi,Atmospheric,3D Platformer,Puzzle Platformer,Singleplayer,Physics,Exploration,Aliens,Puzzle,Space,Futuristic,Mystery,Nonlinear,Colorful,Great Soundtrack,Difficult,Third Person"
Mount & Blade: With Fire & Sword,"RPG,Open World,Medieval,Action,Strategy,Historical,Multiplayer,War,Sandbox,Singleplayer,Third Person,Adventure,Character Customization,First-Person,Moddable,Horses,Simulation,Action RPG,Based On A Novel,Indie"
Serious Sam Fusion 2017 (beta),"Action,FPS,Indie,Gore,Multiplayer,First-Person,Co-op,VR,Violent,Shooter,Comedy,Singleplayer,Funny,Great Soundtrack,Online Co-Op,Classic,Difficult,Arena Shooter,Local Co-Op,Local Multiplayer"
Botanicula,"Casual,Funny,Exploration,Point & Click,Story Rich,Colorful,Nature,Stylized,Family Friendly,Cute,Surreal,Relaxing,Puzzle,2D,Hand-drawn,Cartoony,Atmospheric,Comedy,Singleplayer,Adventure"
Mech Engineer,"Management,Character Customization,Simulation,Dungeon Crawler,Auto Battler,Resource Management,Strategy,Indie,Building,Early Access,Mechs,Real Time Tactics,Pixel Graphics,RTS,Realistic,Stylized,Singleplayer,2.5D,2D"
The Guild 3,"Life Sim,Economy,Medieval,Simulation,Strategy,RPG,Multiplayer,Open World,Sandbox,Building,Singleplayer,Politics,Survival,Management,Resource Management,Trading,Historical,Early Access,RTS,Adventure"
